ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2012-11-01T00:00:00.000+0000,7.9554337458606765,4.632200942275642,17.51887070271475,7.9554337458606765,7.9554337458606765,2.8646143422609875,2.8646143422609875,2.8646143422609875,1.2064090999996442,1.2064090999996442,1.2064090999996442,1.6582052422613434,1.6582052422613434,1.6582052422613434,0,0,0,10.820048088121665
2012-12-01T00:00:00.000+0000,7.989875449154073,1.0172761943697048,14.931925397823337,7.989875449154073,7.989875449154073,-0.22515488825614777,-0.22515488825614777,-0.22515488825614777,-1.6327891319851568,-1.6327891319851568,-1.6327891319851568,1.407634243729009,1.407634243729009,1.407634243729009,0,0,0,7.764720560897925
2013-01-01T00:00:00.000+0000,8.025465209223915,-0.6458028998194721,13.01976261331974,8.025465209223915,8.025465209223915,-1.8108221482181999,-1.8108221482181999,-1.8108221482181999,0.6431158180455933,0.6431158180455933,0.6431158180455933,-2.4539379662637932,-2.4539379662637932,-2.4539379662637932,0,0,0,6.214643061005715
2013-01-07T00:00:00.000+0000,8.032353549882593,-0.10910249721064834,13.182391526092701,8.032353549882593,8.032353549882593,-1.6677673409047427,-1.6677673409047427,-1.6677673409047427,-0.12293622205617331,-0.12293622205617331,-0.12293622205617331,-1.5448311188485693,-1.5448311188485693,-1.5448311188485693,0,0,0,6.364586208977851
2013-01-20T00:00:00.000+0000,8.047278287976395,-0.33079941789144385,13.023939157262747,8.047278287976395,8.047278287976395,-1.5048197793415,-1.5048197793415,-1.5048197793415,-1.4056871630177723,-1.4056871630177723,-1.4056871630177723,-0.09913261632372782,-0.09913261632372782,-0.09913261632372782,0,0,0,6.542458508634895
2013-01-27T00:00:00.000+0000,8.055314685411522,-0.36870938895579064,12.588415304624538,8.055314685411522,8.055314685411522,-1.8369769635149813,-1.8369769635149813,-1.8369769635149813,-1.4056871630166354,-1.4056871630166354,-1.4056871630166354,-0.4312898004983458,-0.4312898004983458,-0.4312898004983458,0,0,0,6.218337721896541
2013-02-25T00:00:00.000+0000,8.088608331928471,-0.29855964682697494,13.94268897702695,8.088608331928471,8.088608331928471,-1.0297897512901866,-1.0297897512901866,-1.0297897512901866,-0.12293622205760216,-0.12293622205760216,-0.12293622205760216,-0.9068535292325844,-0.9068535292325844,-0.9068535292325844,0,0,0,7.058818580638285
2013-04-01T00:00:00.000+0000,8.128790319104098,1.4034514927259776,15.216322601478355,8.128790319104098,8.128790319104098,0.319820491103286,0.319820491103286,0.319820491103286,-0.12293622205606704,-0.12293622205606704,-0.12293622205606704,0.44275671315935305,0.44275671315935305,0.44275671315935305,0,0,0,8.448610810207384
2013-06-12T00:00:00.000+0000,8.211450407008247,3.420752384105837,16.908035284450285,8.211450407008247,8.211450407008247,2.1050006617899424,2.1050006617899424,2.1050006617899424,0.9534895139932518,0.9534895139932518,0.9534895139932518,1.1515111477966906,1.1515111477966906,1.1515111477966906,0,0,0,10.31645106879819
2013-07-01T00:00:00.000+0000,8.23326348576073,-0.020848614130320235,14.053542307169462,8.23326348576073,8.23326348576073,-1.2330067875373774,-1.2330067875373774,-1.2330067875373774,-0.1229362220568059,-0.1229362220568059,-0.1229362220568059,-1.1100705654805714,-1.1100705654805714,-1.1100705654805714,0,0,0,7.000256698223353
2013-08-30T00:00:00.000+0000,8.30214689234752,1.6904892504394484,15.015809636051095,8.30214689234752,8.30214689234752,-0.12195192264754519,-0.12195192264754519,-0.12195192264754519,0.35839808502205295,0.35839808502205295,0.35839808502205295,-0.4803500076695982,-0.4803500076695982,-0.4803500076695982,0,0,0,8.180194969699976
2013-09-01T00:00:00.000+0000,8.304443005900414,-0.42845237684525855,12.959390591788663,8.304443005900414,8.304443005900414,-1.8419204723513969,-1.8419204723513969,-1.8419204723513969,-1.4056871630164494,-1.4056871630164494,-1.4056871630164494,-0.4362333093349477,-0.4362333093349477,-0.4362333093349477,0,0,0,6.462522533549016
2013-09-16T00:00:00.000+0000,8.321663857547112,1.1579281991534196,14.897319897436484,8.321663857547112,8.321663857547112,-0.08832798254301348,-0.08832798254301348,-0.08832798254301348,-0.12293622205586181,-0.12293622205586181,-0.12293622205586181,0.03460823951284834,0.03460823951284834,0.03460823951284834,0,0,0,8.233335875004098
2013-10-01T00:00:00.000+0000,8.33888470919381,2.776406804524065,16.401677108197354,8.33888470919381,8.33888470919381,1.4138782138178594,1.4138782138178594,1.4138782138178594,0.6431158180462727,0.6431158180462727,0.6431158180462727,0.7707623957715866,0.7707623957715866,0.7707623957715866,0,0,0,9.75276292301167
2013-10-09T00:00:00.000+0000,8.34806916340538,4.044195553470271,17.455314847027065,8.34806916340538,8.34806916340538,2.349601446648963,2.349601446648963,2.349601446648963,0.9534895139933226,0.9534895139933226,0.9534895139933226,1.3961119326556404,1.3961119326556404,1.3961119326556404,0,0,0,10.697670610054343
2013-10-28T00:00:00.000+0000,8.369882242157866,3.441858281353469,17.40598080792498,8.369882242157866,8.369882242157866,1.862175247125697,1.862175247125697,1.862175247125697,-0.12293622205517182,-0.12293622205517182,-0.12293622205517182,1.9851114691808687,1.9851114691808687,1.9851114691808687,0,0,0,10.232057489283562
2013-11-01T00:00:00.000+0000,8.374474469263651,3.6341225762337874,17.029532766584907,8.374474469263651,8.374474469263651,2.038761245964744,2.038761245964744,2.038761245964744,0.3583980850247829,0.3583980850247829,0.3583980850247829,1.6803631609399614,1.6803631609399614,1.6803631609399614,0,0,0,10.413235715228396
2013-11-06T00:00:00.000+0000,8.380214753145884,3.963279459661676,16.81496480198637,8.380214753145884,8.380214753145884,2.1803832130551855,2.1803832130551855,2.1803832130551855,0.9534895139936914,0.9534895139936914,0.9534895139936914,1.226893699061494,1.226893699061494,1.226893699061494,0,0,0,10.560597966201069
2013-11-23T00:00:00.000+0000,8.399731718345473,1.6440306363200448,14.42399767987094,8.399731718345473,8.399731718345473,-0.45440581641117317,-0.45440581641117317,-0.45440581641117317,-1.6327891319864272,-1.6327891319864272,-1.6327891319864272,1.1783833155752539,1.1783833155752539,1.1783833155752539,0,0,0,7.9453259019343
2013-11-25T00:00:00.000+0000,8.402027831898367,2.8244110560197466,16.250507121598687,8.402027831898367,8.402027831898367,1.1734704704767538,1.1734704704767538,1.1734704704767538,-0.12293622205726415,-0.12293622205726415,-0.12293622205726415,1.296406692534018,1.296406692534018,1.296406692534018,0,0,0,9.575498302375122
2013-11-26T00:00:00.000+0000,8.403175888674813,3.541068167858034,16.95572623075998,8.403175888674813,8.403175888674813,1.9899544032082448,1.9899544032082448,1.9899544032082448,0.6431158180463611,0.6431158180463611,0.6431158180463611,1.3468385851618836,1.3468385851618836,1.3468385851618836,0,0,0,10.393130291883057
2013-11-27T00:00:00.000+0000,8.404323945451258,3.589888193856598,17.072389829207076,8.404323945451258,8.404323945451258,2.3416131085691587,2.3416131085691587,2.3416131085691587,0.9534895139942787,0.9534895139942787,0.9534895139942787,1.3881235945748798,1.3881235945748798,1.3881235945748798,0,0,0,10.745937054020416
